reqid,fret,serialisation
FUN6_5,((G ((! (((! SelfTestMode) ) & (X SelfTestMode))) | (X ((! ((SelfTestMode ) & (X (! SelfTestMode)))) U ((testOxygenSensorPass | testOxygenSensorFail) | testOxygenSensorSkip))))) & (SelfTestMode -> ((! ((SelfTestMode ) & (X (! SelfTestMode)))) U ((testOxygenSensorPass | testOxygenSensorFail) | testOxygenSensorSkip)))),"['&', ['G', ['|', ['!', ['&', ['!', 'SelfTestMode'], ['X', 'SelfTestMode']]], ['X', ['U', ['!', ['&', 'SelfTestMode', ['X', ['!', 'SelfTestMode']]]], ['|', ['|', 'testOxygenSensorPass', 'testOxygenSensorFail'], 'testOxygenSensorSkip']]]]], ['->', 'SelfTestMode', ['U', ['!', ['&', 'SelfTestMode', ['X', ['!', 'SelfTestMode']]]], ['|', ['|', 'testOxygenSensorPass', 'testOxygenSensorFail'], 'testOxygenSensorSkip']]]]"
FUN11,(F (GBPS <= 5.2)),"['F', ['<=', 'GBPS', '5.2']]"
FUN8_8,((G (((! patientChanged) & (X patientChanged)) -> (X (F logPatientChange)))) & (patientChanged -> (F logPatientChange))),"['&', ['G', ['->', ['&', ['!', 'patientChanged'], ['X', 'patientChanged']], ['X', ['F', 'logPatientChange']]]], ['->', 'patientChanged', ['F', 'logPatientChange']]]"
FUN24,,
FUN21_1,((G (((! (inspiratoryPressure < InhaleTriggerSensitivityPCV)) & (X (inspiratoryPressure < InhaleTriggerSensitivityPCV))) -> (X (F breathingCycleStart)))) & ((inspiratoryPressure < InhaleTriggerSensitivityPCV) -> (F breathingCycleStart))),"['&', ['G', ['->', ['&', ['!', ['<', 'inspiratoryPressure', 'InhaleTriggerSensitivityPCV']], ['X', ['<', 'inspiratoryPressure', 'InhaleTriggerSensitivityPCV']]], ['X', ['F', 'breathingCycleStart']]]], ['->', ['<', 'inspiratoryPressure', 'InhaleTriggerSensitivityPCV'], ['F', 'breathingCycleStart']]]"
FUN12,,
FUN6_6,((G ((! (((! SelfTestMode) ) & (X SelfTestMode))) | (X ((! ((SelfTestMode ) & (X (! SelfTestMode)))) U ((testAlarmsPass | testAlarmsFail) | testAlarmsSkip))))) & (SelfTestMode -> ((! ((SelfTestMode ) & (X (! SelfTestMode)))) U ((testAlarmsPass | testAlarmsFail) | testAlarmsSkip)))),"['&', ['G', ['|', ['!', ['&', ['!', 'SelfTestMode'], ['X', 'SelfTestMode']]], ['X', ['U', ['!', ['&', 'SelfTestMode', ['X', ['!', 'SelfTestMode']]]], ['|', ['|', 'testAlarmsPass', 'testAlarmsFail'], 'testAlarmsSkip']]]]], ['->', 'SelfTestMode', ['U', ['!', ['&', 'SelfTestMode', ['X', ['!', 'SelfTestMode']]]], ['|', ['|', 'testAlarmsPass', 'testAlarmsFail'], 'testAlarmsSkip']]]]"
FUN34,((G (((! gasSupplyFailure) & (X gasSupplyFailure)) -> (X (F patientSafe)))) & (gasSupplyFailure -> (F patientSafe))),"['&', ['G', ['->', ['&', ['!', 'gasSupplyFailure'], ['X', 'gasSupplyFailure']], ['X', ['F', 'patientSafe']]]], ['->', 'gasSupplyFailure', ['F', 'patientSafe']]]"
FUN18_1,(F ((enableLeakCompensation -> leakCompensation) & (disableLeakCompensation -> ((! leakCompensation) & (! enableLeakCompensation))))),"['F', ['&', ['->', 'enableLeakCompensation', 'leakCompensation'], ['->', 'disableLeakCompensation', ['&', ['!', 'leakCompensation'], ['!', 'enableLeakCompensation']]]]]"
FUN10_6,"((G (((! off) & (X off)) -> (X (((G[0,15] (! (! resumeVentilation))) | (G (! (! resumeVentilation)))) & (F[0,16] (! resumeVentilation)))))) & (off -> (((G[0,15] (! (! resumeVentilation))) | (G (! (! resumeVentilation)))) & (F[0,16] (! resumeVentilation)))))","['&', ['G', ['->', ['&', ['!', 'off'], ['X', 'off']], ['X', ['&', ['|', ['G', '[0,15]', ['!', ['!', 'resumeVentilation']]], ['G', ['!', ['!', 'resumeVentilation']]]], ['F', '[0,16]', ['!', 'resumeVentilation']]]]]], ['->', 'off', ['&', ['|', ['G', '[0,15]', ['!', ['!', 'resumeVentilation']]], ['G', ['!', ['!', 'resumeVentilation']]]], ['F', '[0,16]', ['!', 'resumeVentilation']]]]]"
FUN35,,
FUN8_9,((G (((! powerSupplyChanged) & (X powerSupplyChanged)) -> (X (F logPowerSupply)))) & (powerSupplyChanged -> (F logPowerSupply))),"['&', ['G', ['->', ['&', ['!', 'powerSupplyChanged'], ['X', 'powerSupplyChanged']], ['X', ['F', 'logPowerSupply']]]], ['->', 'powerSupplyChanged', ['F', 'logPowerSupply']]]"
FUN20,((G ((! (((! PCVMode) ) & (X PCVMode))) | (X ((! ((PCVMode ) & (X (! PCVMode)))) U ((breathingCyleTime = (1 / RR_PCV)) & (ExpiratoryTime = (breathingCycleTime / (1 + ItoE_PCV)))))))) & (PCVMode -> ((! ((PCVMode ) & (X (! PCVMode)))) U ((breathingCyleTime = (1 / RR_PCV)) & (ExpiratoryTime = (breathingCycleTime / (1 + ItoE_PCV))))))),"['&', ['G', ['|', ['!', ['&', ['!', 'PCVMode'], ['X', 'PCVMode']]], ['X', ['U', ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]], ['&', ['=', 'breathingCyleTime', ['/', '1', 'RR_PCV']], ['=', 'ExpiratoryTime', ['/', 'breathingCycleTime', ['+', '1', 'ItoE_PCV']]]]]]]], ['->', 'PCVMode', ['U', ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]], ['&', ['=', 'breathingCyleTime', ['/', '1', 'RR_PCV']], ['=', 'ExpiratoryTime', ['/', 'breathingCycleTime', ['+', '1', 'ItoE_PCV']]]]]]]"
FUN8,(F ((logParams & saveLog) & loadLog)),"['F', ['&', ['&', 'logParams', 'saveLog'], 'loadLog']]"
FUN21_2,((G (((! patientBreathTrigger) & (X patientBreathTrigger)) -> (X (F breathingTimerReset)))) & (patientBreathTrigger -> (F breathingTimerReset))),"['&', ['G', ['->', ['&', ['!', 'patientBreathTrigger'], ['X', 'patientBreathTrigger']], ['X', ['F', 'breathingTimerReset']]]], ['->', 'patientBreathTrigger', ['F', 'breathingTimerReset']]]"
FUN36,,
FUN6_1,((G ((! (((! SelfTestMode) ) & (X SelfTestMode))) | (X ((! ((SelfTestMode ) & (X (! SelfTestMode)))) U ((testPowerSwitchPass | testPowerSwitchFail) | testPowerSwitchSkip))))) & (SelfTestMode -> ((! ((SelfTestMode ) & (X (! SelfTestMode)))) U ((testPowerSwitchPass | testPowerSwitchFail) | testPowerSwitchSkip)))),"['&', ['G', ['|', ['!', ['&', ['!', 'SelfTestMode'], ['X', 'SelfTestMode']]], ['X', ['U', ['!', ['&', 'SelfTestMode', ['X', ['!', 'SelfTestMode']]]], ['|', ['|', 'testPowerSwitchPass', 'testPowerSwitchFail'], 'testPowerSwitchSkip']]]]], ['->', 'SelfTestMode', ['U', ['!', ['&', 'SelfTestMode', ['X', ['!', 'SelfTestMode']]]], ['|', ['|', 'testPowerSwitchPass', 'testPowerSwitchFail'], 'testPowerSwitchSkip']]]]"
FUN22,((G ((! (((! PCVMode) ) & (X PCVMode))) | (X ((((PCVMode ) & (X (! PCVMode))) V (((! RMButton) & ((X RMButton) & (! ((PCVMode ) & (X (! PCVMode)))))) -> ((X ((! ((PCVMode ) & (X (! PCVMode)))) U RM)) & (! ((PCVMode ) & (X (! PCVMode))))))) & (RMButton -> ((! ((PCVMode ) & (X (! PCVMode)))) U RM)))))) & (PCVMode -> ((((PCVMode ) & (X (! PCVMode))) V (((! RMButton) & ((X RMButton) & (! ((PCVMode ) & (X (! PCVMode)))))) -> ((X ((! ((PCVMode ) & (X (! PCVMode)))) U RM)) & (! ((PCVMode ) & (X (! PCVMode))))))) & (RMButton -> ((! ((PCVMode ) & (X (! PCVMode)))) U RM))))),"['&', ['G', ['|', ['!', ['&', ['!', 'PCVMode'], ['X', 'PCVMode']]], ['X', ['&', ['V', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]], ['->', ['&', ['!', 'RMButton'], ['&', ['X', 'RMButton'], ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]]]], ['&', ['X', ['U', ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]], 'RM']], ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]]]]], ['->', 'RMButton', ['U', ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]], 'RM']]]]]], ['->', 'PCVMode', ['&', ['V', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]], ['->', ['&', ['!', 'RMButton'], ['&', ['X', 'RMButton'], ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]]]], ['&', ['X', ['U', ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]], 'RM']], ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]]]]], ['->', 'RMButton', ['U', ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]], 'RM']]]]]"
FUN18_2,((G (((! (leakCompensationEnable & MinPEEPAlarm)) & (X (leakCompensationEnable & MinPEEPAlarm))) -> (X (F leakCompensationActive)))) & ((leakCompensationEnable & MinPEEPAlarm) -> (F leakCompensationActive))),"['&', ['G', ['->', ['&', ['!', ['&', 'leakCompensationEnable', 'MinPEEPAlarm']], ['X', ['&', 'leakCompensationEnable', 'MinPEEPAlarm']]], ['X', ['F', 'leakCompensationActive']]]], ['->', ['&', 'leakCompensationEnable', 'MinPEEPAlarm'], ['F', 'leakCompensationActive']]]"
FUN5,((G (((! (powerButton & (((breathingCircuitConnected & (! patientConnected)) & airSupplyConnected) & powerConnected))) & (X (powerButton & (((breathingCircuitConnected & (! patientConnected)) & airSupplyConnected) & powerConnected)))) -> (X (F StartUpMode)))) & ((powerButton & (((breathingCircuitConnected & (! patientConnected)) & airSupplyConnected) & powerConnected)) -> (F StartUpMode))),"['&', ['G', ['->', ['&', ['!', ['&', 'powerButton', ['&', ['&', ['&', 'breathingCircuitConnected', ['!', 'patientConnected']], 'airSupplyConnected'], 'powerConnected']]], ['X', ['&', 'powerButton', ['&', ['&', ['&', 'breathingCircuitConnected', ['!', 'patientConnected']], 'airSupplyConnected'], 'powerConnected']]]], ['X', ['F', 'StartUpMode']]]], ['->', ['&', 'powerButton', ['&', ['&', ['&', 'breathingCircuitConnected', ['!', 'patientConnected']], 'airSupplyConnected'], 'powerConnected']], ['F', 'StartUpMode']]]"
FUN1,,
FUN8_10,((G (((! preUseCheckDone) & (X preUseCheckDone)) -> (X (F logPreUseCheck)))) & (preUseCheckDone -> (F logPreUseCheck))),"['&', ['G', ['->', ['&', ['!', 'preUseCheckDone'], ['X', 'preUseCheckDone']], ['X', ['F', 'logPreUseCheck']]]], ['->', 'preUseCheckDone', ['F', 'logPreUseCheck']]]"
FUN25,((G ((! (((! PSVMode) ) & (X PSVMode))) | (X ((((PSVMode ) & (X (! PSVMode))) V (((! (inspiratoryPressure < InhaleTriggerSensitivityPSV)) & ((X (inspiratoryPressure < InhaleTriggerSensitivityPSV)) & (! ((PSVMode ) & (X (! PSVMode)))))) -> ((X ((! ((PSVMode ) & (X (! PSVMode)))) U breathingCycleStart)) & (! ((PSVMode ) & (X (! PSVMode))))))) & ((inspiratoryPressure < InhaleTriggerSensitivityPSV) -> ((! ((PSVMode ) & (X (! PSVMode)))) U breathingCycleStart)))))) & (PSVMode -> ((((PSVMode ) & (X (! PSVMode))) V (((! (inspiratoryPressure < InhaleTriggerSensitivityPSV)) & ((X (inspiratoryPressure < InhaleTriggerSensitivityPSV)) & (! ((PSVMode ) & (X (! PSVMode)))))) -> ((X ((! ((PSVMode ) & (X (! PSVMode)))) U breathingCycleStart)) & (! ((PSVMode ) & (X (! PSVMode))))))) & ((inspiratoryPressure < InhaleTriggerSensitivityPSV) -> ((! ((PSVMode ) & (X (! PSVMode)))) U breathingCycleStart))))),"['&', ['G', ['|', ['!', ['&', ['!', 'PSVMode'], ['X', 'PSVMode']]], ['X', ['&', ['V', ['&', 'PSVMode', ['X', ['!', 'PSVMode']]], ['->', ['&', ['!', ['<', 'inspiratoryPressure', 'InhaleTriggerSensitivityPSV']], ['&', ['X', ['<', 'inspiratoryPressure', 'InhaleTriggerSensitivityPSV']], ['!', ['&', 'PSVMode', ['X', ['!', 'PSVMode']]]]]], ['&', ['X', ['U', ['!', ['&', 'PSVMode', ['X', ['!', 'PSVMode']]]], 'breathingCycleStart']], ['!', ['&', 'PSVMode', ['X', ['!', 'PSVMode']]]]]]], ['->', ['<', 'inspiratoryPressure', 'InhaleTriggerSensitivityPSV'], ['U', ['!', ['&', 'PSVMode', ['X', ['!', 'PSVMode']]]], 'breathingCycleStart']]]]]], ['->', 'PSVMode', ['&', ['V', ['&', 'PSVMode', ['X', ['!', 'PSVMode']]], ['->', ['&', ['!', ['<', 'inspiratoryPressure', 'InhaleTriggerSensitivityPSV']], ['&', ['X', ['<', 'inspiratoryPressure', 'InhaleTriggerSensitivityPSV']], ['!', ['&', 'PSVMode', ['X', ['!', 'PSVMode']]]]]], ['&', ['X', ['U', ['!', ['&', 'PSVMode', ['X', ['!', 'PSVMode']]]], 'breathingCycleStart']], ['!', ['&', 'PSVMode', ['X', ['!', 'PSVMode']]]]]]], ['->', ['<', 'inspiratoryPressure', 'InhaleTriggerSensitivityPSV'], ['U', ['!', ['&', 'PSVMode', ['X', ['!', 'PSVMode']]]], 'breathingCycleStart']]]]]"
FUN7,((G ((! (((! SelfTestMode) ) & (X SelfTestMode))) | (X ((((SelfTestMode ) & (X (! SelfTestMode))) V (((! selfTestFail) & ((X selfTestFail) & (! ((SelfTestMode ) & (X (! SelfTestMode)))))) -> ((X ((! ((SelfTestMode ) & (X (! SelfTestMode)))) U (outOfServiceWarning & FailSafeMode))) & (! ((SelfTestMode ) & (X (! SelfTestMode))))))) & (selfTestFail -> ((! ((SelfTestMode ) & (X (! SelfTestMode)))) U (outOfServiceWarning & FailSafeMode))))))) & (SelfTestMode -> ((((SelfTestMode ) & (X (! SelfTestMode))) V (((! selfTestFail) & ((X selfTestFail) & (! ((SelfTestMode ) & (X (! SelfTestMode)))))) -> ((X ((! ((SelfTestMode ) & (X (! SelfTestMode)))) U (outOfServiceWarning & FailSafeMode))) & (! ((SelfTestMode ) & (X (! SelfTestMode))))))) & (selfTestFail -> ((! ((SelfTestMode ) & (X (! SelfTestMode)))) U (outOfServiceWarning & FailSafeMode)))))),"['&', ['G', ['|', ['!', ['&', ['!', 'SelfTestMode'], ['X', 'SelfTestMode']]], ['X', ['&', ['V', ['&', 'SelfTestMode', ['X', ['!', 'SelfTestMode']]], ['->', ['&', ['!', 'selfTestFail'], ['&', ['X', 'selfTestFail'], ['!', ['&', 'SelfTestMode', ['X', ['!', 'SelfTestMode']]]]]], ['&', ['X', ['U', ['!', ['&', 'SelfTestMode', ['X', ['!', 'SelfTestMode']]]], ['&', 'outOfServiceWarning', 'FailSafeMode']]], ['!', ['&', 'SelfTestMode', ['X', ['!', 'SelfTestMode']]]]]]], ['->', 'selfTestFail', ['U', ['!', ['&', 'SelfTestMode', ['X', ['!', 'SelfTestMode']]]], ['&', 'outOfServiceWarning', 'FailSafeMode']]]]]]], ['->', 'SelfTestMode', ['&', ['V', ['&', 'SelfTestMode', ['X', ['!', 'SelfTestMode']]], ['->', ['&', ['!', 'selfTestFail'], ['&', ['X', 'selfTestFail'], ['!', ['&', 'SelfTestMode', ['X', ['!', 'SelfTestMode']]]]]], ['&', ['X', ['U', ['!', ['&', 'SelfTestMode', ['X', ['!', 'SelfTestMode']]]], ['&', 'outOfServiceWarning', 'FailSafeMode']]], ['!', ['&', 'SelfTestMode', ['X', ['!', 'SelfTestMode']]]]]]], ['->', 'selfTestFail', ['U', ['!', ['&', 'SelfTestMode', ['X', ['!', 'SelfTestMode']]]], ['&', 'outOfServiceWarning', 'FailSafeMode']]]]]]"
FUN2,,
FUN6_2,((G ((! (((! SelfTestMode) ) & (X SelfTestMode))) | (X ((! ((SelfTestMode ) & (X (! SelfTestMode)))) U ((testLeaksPass | testLeaksFail) | testLeaksSkip))))) & (SelfTestMode -> ((! ((SelfTestMode ) & (X (! SelfTestMode)))) U ((testLeaksPass | testLeaksFail) | testLeaksSkip)))),"['&', ['G', ['|', ['!', ['&', ['!', 'SelfTestMode'], ['X', 'SelfTestMode']]], ['X', ['U', ['!', ['&', 'SelfTestMode', ['X', ['!', 'SelfTestMode']]]], ['|', ['|', 'testLeaksPass', 'testLeaksFail'], 'testLeaksSkip']]]]], ['->', 'SelfTestMode', ['U', ['!', ['&', 'SelfTestMode', ['X', ['!', 'SelfTestMode']]]], ['|', ['|', 'testLeaksPass', 'testLeaksFail'], 'testLeaksSkip']]]]"
FUN8_1,,
FUN10_1,((G (((! newPatient) & (X newPatient)) -> (X (F ((patientAttributesEntered & SelfTestMode) & ((((((testPowerSwitchPass & testLeaksPass) & testFl2Pass) & testPSExpPass) & testOxygenSensorPass) & testAlarmsPass) -> selfTestPassed)))))) & (newPatient -> (F ((patientAttributesEntered & SelfTestMode) & ((((((testPowerSwitchPass & testLeaksPass) & testFl2Pass) & testPSExpPass) & testOxygenSensorPass) & testAlarmsPass) -> selfTestPassed))))),"['&', ['G', ['->', ['&', ['!', 'newPatient'], ['X', 'newPatient']], ['X', ['F', ['&', ['&', 'patientAttributesEntered', 'SelfTestMode'], ['->', ['&', ['&', ['&', ['&', ['&', 'testPowerSwitchPass', 'testLeaksPass'], 'testFl2Pass'], 'testPSExpPass'], 'testOxygenSensorPass'], 'testAlarmsPass'], 'selfTestPassed']]]]]], ['->', 'newPatient', ['F', ['&', ['&', 'patientAttributesEntered', 'SelfTestMode'], ['->', ['&', ['&', ['&', ['&', ['&', 'testPowerSwitchPass', 'testLeaksPass'], 'testFl2Pass'], 'testPSExpPass'], 'testOxygenSensorPass'], 'testAlarmsPass'], 'selfTestPassed']]]]]"
FUN13,(F (measureRR & displayRR)),"['F', ['&', 'measureRR', 'displayRR']]"
FUN3,,
FUN37,"((G (((! powerFailure) & (X powerFailure)) -> (X ((G[0,120] (! off)) | (G (! off)))))) & (powerFailure -> ((G[0,120] (! off)) | (G (! off)))))","['&', ['G', ['->', ['&', ['!', 'powerFailure'], ['X', 'powerFailure']], ['X', ['|', ['G', '[0,120]', ['!', 'off']], ['G', ['!', 'off']]]]]], ['->', 'powerFailure', ['|', ['G', '[0,120]', ['!', 'off']], ['G', ['!', 'off']]]]]"
FUN23,((G ((! (((! PCVMode) ) & (X PCVMode))) | (X ((((PCVMode ) & (X (! PCVMode))) V (((! PSVModeSelected) & ((X PSVModeSelected) & (! ((PCVMode ) & (X (! PCVMode)))))) -> ((X ((! ((PCVMode ) & (X (! PCVMode)))) U (ventilating & PSVMode))) & (! ((PCVMode ) & (X (! PCVMode))))))) & (PSVModeSelected -> ((! ((PCVMode ) & (X (! PCVMode)))) U (ventilating & PSVMode))))))) & (PCVMode -> ((((PCVMode ) & (X (! PCVMode))) V (((! PSVModeSelected) & ((X PSVModeSelected) & (! ((PCVMode ) & (X (! PCVMode)))))) -> ((X ((! ((PCVMode ) & (X (! PCVMode)))) U (ventilating & PSVMode))) & (! ((PCVMode ) & (X (! PCVMode))))))) & (PSVModeSelected -> ((! ((PCVMode ) & (X (! PCVMode)))) U (ventilating & PSVMode)))))),"['&', ['G', ['|', ['!', ['&', ['!', 'PCVMode'], ['X', 'PCVMode']]], ['X', ['&', ['V', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]], ['->', ['&', ['!', 'PSVModeSelected'], ['&', ['X', 'PSVModeSelected'], ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]]]], ['&', ['X', ['U', ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]], ['&', 'ventilating', 'PSVMode']]], ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]]]]], ['->', 'PSVModeSelected', ['U', ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]], ['&', 'ventilating', 'PSVMode']]]]]]], ['->', 'PCVMode', ['&', ['V', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]], ['->', ['&', ['!', 'PSVModeSelected'], ['&', ['X', 'PSVModeSelected'], ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]]]], ['&', ['X', ['U', ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]], ['&', 'ventilating', 'PSVMode']]], ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]]]]], ['->', 'PSVModeSelected', ['U', ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]], ['&', 'ventilating', 'PSVMode']]]]]]"
FUN29,"((G ((! (((! InspiratoryPauseButton) ) & (X InspiratoryPauseButton))) | (X ((((InspiratoryPauseButton ) & (X (! InspiratoryPauseButton))) V (((! (PCVInspiratoryPhaseEnd | PSVInspiratoryPhaseEnd)) & ((X (PCVInspiratoryPhaseEnd | PSVInspiratoryPhaseEnd)) & (! ((InspiratoryPauseButton ) & (X (! InspiratoryPauseButton)))))) -> ((X ((G[0,40] (InspiratoryPauseButton -> (inValveClose & outValveClose))) | (((InspiratoryPauseButton ) & (X (! InspiratoryPauseButton))) V (InspiratoryPauseButton -> (inValveClose & outValveClose))))) & (! ((InspiratoryPauseButton ) & (X (! InspiratoryPauseButton))))))) & ((PCVInspiratoryPhaseEnd | PSVInspiratoryPhaseEnd) -> ((G[0,40] (InspiratoryPauseButton -> (inValveClose & outValveClose))) | (((InspiratoryPauseButton ) & (X (! InspiratoryPauseButton))) V (InspiratoryPauseButton -> (inValveClose & outValveClose))))))))) & (InspiratoryPauseButton -> ((((InspiratoryPauseButton ) & (X (! InspiratoryPauseButton))) V (((! (PCVInspiratoryPhaseEnd | PSVInspiratoryPhaseEnd)) & ((X (PCVInspiratoryPhaseEnd | PSVInspiratoryPhaseEnd)) & (! ((InspiratoryPauseButton ) & (X (! InspiratoryPauseButton)))))) -> ((X ((G[0,40] (InspiratoryPauseButton -> (inValveClose & outValveClose))) | (((InspiratoryPauseButton ) & (X (! InspiratoryPauseButton))) V (InspiratoryPauseButton -> (inValveClose & outValveClose))))) & (! ((InspiratoryPauseButton ) & (X (! InspiratoryPauseButton))))))) & ((PCVInspiratoryPhaseEnd | PSVInspiratoryPhaseEnd) -> ((G[0,40] (InspiratoryPauseButton -> (inValveClose & outValveClose))) | (((InspiratoryPauseButton ) & (X (! InspiratoryPauseButton))) V (InspiratoryPauseButton -> (inValveClose & outValveClose))))))))","['&', ['G', ['|', ['!', ['&', ['!', 'InspiratoryPauseButton'], ['X', 'InspiratoryPauseButton']]], ['X', ['&', ['V', ['&', 'InspiratoryPauseButton', ['X', ['!', 'InspiratoryPauseButton']]], ['->', ['&', ['!', ['|', 'PCVInspiratoryPhaseEnd', 'PSVInspiratoryPhaseEnd']], ['&', ['X', ['|', 'PCVInspiratoryPhaseEnd', 'PSVInspiratoryPhaseEnd']], ['!', ['&', 'InspiratoryPauseButton', ['X', ['!', 'InspiratoryPauseButton']]]]]], ['&', ['X', ['|', ['G', '[0,40]', ['->', 'InspiratoryPauseButton', ['&', 'inValveClose', 'outValveClose']]], ['V', ['&', 'InspiratoryPauseButton', ['X', ['!', 'InspiratoryPauseButton']]], ['->', 'InspiratoryPauseButton', ['&', 'inValveClose', 'outValveClose']]]]], ['!', ['&', 'InspiratoryPauseButton', ['X', ['!', 'InspiratoryPauseButton']]]]]]], ['->', ['|', 'PCVInspiratoryPhaseEnd', 'PSVInspiratoryPhaseEnd'], ['|', ['G', '[0,40]', ['->', 'InspiratoryPauseButton', ['&', 'inValveClose', 'outValveClose']]], ['V', ['&', 'InspiratoryPauseButton', ['X', ['!', 'InspiratoryPauseButton']]], ['->', 'InspiratoryPauseButton', ['&', 'inValveClose', 'outValveClose']]]]]]]]], ['->', 'InspiratoryPauseButton', ['&', ['V', ['&', 'InspiratoryPauseButton', ['X', ['!', 'InspiratoryPauseButton']]], ['->', ['&', ['!', ['|', 'PCVInspiratoryPhaseEnd', 'PSVInspiratoryPhaseEnd']], ['&', ['X', ['|', 'PCVInspiratoryPhaseEnd', 'PSVInspiratoryPhaseEnd']], ['!', ['&', 'InspiratoryPauseButton', ['X', ['!', 'InspiratoryPauseButton']]]]]], ['&', ['X', ['|', ['G', '[0,40]', ['->', 'InspiratoryPauseButton', ['&', 'inValveClose', 'outValveClose']]], ['V', ['&', 'InspiratoryPauseButton', ['X', ['!', 'InspiratoryPauseButton']]], ['->', 'InspiratoryPauseButton', ['&', 'inValveClose', 'outValveClose']]]]], ['!', ['&', 'InspiratoryPauseButton', ['X', ['!', 'InspiratoryPauseButton']]]]]]], ['->', ['|', 'PCVInspiratoryPhaseEnd', 'PSVInspiratoryPhaseEnd'], ['|', ['G', '[0,40]', ['->', 'InspiratoryPauseButton', ['&', 'inValveClose', 'outValveClose']]], ['V', ['&', 'InspiratoryPauseButton', ['X', ['!', 'InspiratoryPauseButton']]], ['->', 'InspiratoryPauseButton', ['&', 'inValveClose', 'outValveClose']]]]]]]]"
FUN8_11,(F logO2SensorUse),"['F', 'logO2SensorUse']"
FUN8_2,,
FUN38,,
FUN14,(F (measureO2_PRC_ & displayO2_PRC_)),"['F', ['&', 'measureO2_PRC_', 'displayO2_PRC_']]"
FUN10_2,((G (((! resumeVentilation) & (X resumeVentilation)) -> (X (F loadLastParams)))) & (resumeVentilation -> (F loadLastParams))),"['&', ['G', ['->', ['&', ['!', 'resumeVentilation'], ['X', 'resumeVentilation']], ['X', ['F', 'loadLastParams']]]], ['->', 'resumeVentilation', ['F', 'loadLastParams']]]"
FUN8_3,,
