serialisation,size,count,shrinking_power
"['->', 'explainVisited', 'returnVisited']",3,1,3
"['X', ['F', 'explainRecoveryStrategy']]",3,1,3
"['->', 'taskAbort', 'explainFailSafe']",3,1,3
"['->', 'explainIntendedPath', 'returnIntendedPath']",3,1,3
"['->', 'explainCurrentPath', 'returnCurrentPath']",3,1,3
"['->', 'trainingMode', 'detailed']",3,1,3
"['->', 'timeCritical', 'concise']",3,1,3
"['->', 'planDeviation', 'returnCurrentLocation']",3,1,3
"['&', 'calculateTaskCompletionProbability', 'explain']",3,1,3
"['X', 'taskCannotComplete']",2,1,2
"['!', 'taskCannotComplete']",2,1,2
"['X', 'failureDetected']",2,1,2
"['!', 'failureDetected']",2,1,2
"['G', 'explainTaskProbability']",2,1,2
"['X', 'areaAvoided']",2,1,2
"['!', 'areaAvoided']",2,1,2
"['X', 'abort']",2,1,2
"['!', 'abort']",2,1,2
"['X', 'unexpectedObstacle']",2,1,2
"['!', 'unexpectedObstacle']",2,1,2
"['X', 'problemDetected']",2,1,2
"['!', 'problemDetected']",2,1,2
"['X', 'assessment']",2,1,2
"['!', 'assessment']",2,1,2
"['X', 'unexpectedCondition']",2,1,2
"['!', 'unexpectedCondition']",2,1,2
"['X', 'notifyUsers']",2,1,2
"['X', 'systemDiagnosis']",2,1,2
"['X', 'decisionMaking']",2,1,2
"['!', 'decisionMaking']",2,1,2
"['X', 'pathImpossible']",2,1,2
"['!', 'pathImpossible']",2,1,2
"['X', 'returnAllOption']",2,1,2
"['X', 'notOptimal']",2,1,2
"['!', 'notOptimal']",2,1,2
"['!', 'unexpectedBehaviour']",2,1,2
"['G', 'Truthful']",2,1,2
"['X', 'missioncomplete']",2,1,2
"['!', 'missioncomplete']",2,1,2
"['X', 'selfRecoveryExists']",2,1,2
"['!', 'selfRecoveryExists']",2,1,2
"['G', 'Verifiable']",2,1,2
"['!', 'proceed']",2,1,2
"['X', 'taskAbort']",2,1,2
"['!', 'taskAbort']",2,1,2
"['X', 'explainFailSafe']",2,1,2
"['G', 'Factual']",2,1,2
"['X', 'timeCritical']",2,1,2
"['!', 'timeCritical']",2,1,2
"['X', 'concise']",2,1,2
"['!', 'go']",2,1,2
"['X', 'explainAlternatives']",2,1,2
"['X', 'planDeviation']",2,1,2
"['!', 'planDeviation']",2,1,2
"['X', 'returnCurrentLocation']",2,1,2
