id,serialisation,count
243,"['|', ['!', ['&', ['&', ['&', ['!', 'manipulationMode'], ['!', 'LAST']], ['X', 'manipulationMode']], ['!', 'LAST']]], ['X', ['&', ['&', 'explainObject', 'Future(explainMaterial)'], 'Future(explainCut)']]]",1
244,"['X', ['&', ['&', 'explainObject', 'Future(explainMaterial)'], 'Future(explainCut)']]",1
245,"['&', ['V', 'LAST', ['->', ['&', ['!', ['->', 'situationAssessment', 'lowRisk']], ['&', ['!', 'LAST'], ['X', ['->', 'situationAssessment', 'lowRisk']]]], ['X', ['U', ['!', 'LAST'], 'detailed']]]], ['->', ['->', 'situationAssessment', 'lowRisk'], ['U', ['!', 'LAST'], 'detailed']]]",1
246,"['V', 'LAST', ['->', ['&', ['!', ['->', 'situationAssessment', 'lowRisk']], ['&', ['!', 'LAST'], ['X', ['->', 'situationAssessment', 'lowRisk']]]], ['X', ['U', ['!', 'LAST'], 'detailed']]]]",1
247,"['->', ['->', 'situationAssessment', 'lowRisk'], ['U', ['!', 'LAST'], 'detailed']]",1
248,"['->', ['&', ['!', ['->', 'situationAssessment', 'lowRisk']], ['&', ['!', 'LAST'], ['X', ['->', 'situationAssessment', 'lowRisk']]]], ['X', ['U', ['!', 'LAST'], 'detailed']]]",1
249,"['&', ['!', ['->', 'situationAssessment', 'lowRisk']], ['&', ['!', 'LAST'], ['X', ['->', 'situationAssessment', 'lowRisk']]]]",1
250,"['X', ['U', ['!', 'LAST'], 'detailed']]",1
251,"['!', ['->', 'situationAssessment', 'lowRisk']]",1
252,"['&', ['!', 'LAST'], ['X', ['->', 'situationAssessment', 'lowRisk']]]",1
253,"['X', ['->', 'situationAssessment', 'lowRisk']]",1
254,"['&', ['V', 'LAST', ['->', ['&', ['!', 'pathImpossible'], ['&', ['!', 'LAST'], ['X', 'pathImpossible']]], ['X', 'returnAllOption']]], ['->', 'pathImpossible', 'returnAllOption']]",1
255,"['V', 'LAST', ['->', ['&', ['!', 'pathImpossible'], ['&', ['!', 'LAST'], ['X', 'pathImpossible']]], ['X', 'returnAllOption']]]",1
256,"['->', 'pathImpossible', 'returnAllOption']",1
257,"['->', ['&', ['!', 'pathImpossible'], ['&', ['!', 'LAST'], ['X', 'pathImpossible']]], ['X', 'returnAllOption']]",1
258,"['&', ['!', 'pathImpossible'], ['&', ['!', 'LAST'], ['X', 'pathImpossible']]]",1
259,"['X', 'returnAllOption']",1
260,"['!', 'pathImpossible']",1
261,"['&', ['!', 'LAST'], ['X', 'pathImpossible']]",1
262,"['X', 'pathImpossible']",1
263,"['&', ['V', 'LAST', ['->', ['&', ['!', 'decisionMaking'], ['&', ['!', 'LAST'], ['X', 'decisionMaking']]], ['X', ['U', ['!', 'LAST'], 'explain']]]], ['->', 'decisionMaking', ['U', ['!', 'LAST'], 'explain']]]",1
264,"['V', 'LAST', ['->', ['&', ['!', 'decisionMaking'], ['&', ['!', 'LAST'], ['X', 'decisionMaking']]], ['X', ['U', ['!', 'LAST'], 'explain']]]]",1
265,"['->', 'decisionMaking', ['U', ['!', 'LAST'], 'explain']]",1
266,"['->', ['&', ['!', 'decisionMaking'], ['&', ['!', 'LAST'], ['X', 'decisionMaking']]], ['X', ['U', ['!', 'LAST'], 'explain']]]",1
267,"['&', ['!', 'decisionMaking'], ['&', ['!', 'LAST'], ['X', 'decisionMaking']]]",1
268,"['!', 'decisionMaking']",1
269,"['&', ['!', 'LAST'], ['X', 'decisionMaking']]",1
270,"['X', 'decisionMaking']",1
271,"['&', ['V', 'LAST', ['|', ['!', ['&', ['&', ['&', ['!', 'systemDiagnosis'], ['!', 'LAST']], ['X', 'systemDiagnosis']], ['!', 'LAST']]], ['X', ['U', ['!', ['|', ['&', ['&', 'systemDiagnosis', ['!', 'LAST']], ['X', ['!', 'systemDiagnosis']]], 'LAST']], 'detailed']]]], ['->', 'systemDiagnosis', ['U', ['!', ['|', ['&', ['&', 'systemDiagnosis', ['!', 'LAST']], ['X', ['!', 'systemDiagnosis']]], 'LAST']], 'detailed']]]",1
272,"['V', 'LAST', ['|', ['!', ['&', ['&', ['&', ['!', 'systemDiagnosis'], ['!', 'LAST']], ['X', 'systemDiagnosis']], ['!', 'LAST']]], ['X', ['U', ['!', ['|', ['&', ['&', 'systemDiagnosis', ['!', 'LAST']], ['X', ['!', 'systemDiagnosis']]], 'LAST']], 'detailed']]]]",1
273,"['->', 'systemDiagnosis', ['U', ['!', ['|', ['&', ['&', 'systemDiagnosis', ['!', 'LAST']], ['X', ['!', 'systemDiagnosis']]], 'LAST']], 'detailed']]",1
274,"['|', ['!', ['&', ['&', ['&', ['!', 'systemDiagnosis'], ['!', 'LAST']], ['X', 'systemDiagnosis']], ['!', 'LAST']]], ['X', ['U', ['!', ['|', ['&', ['&', 'systemDiagnosis', ['!', 'LAST']], ['X', ['!', 'systemDiagnosis']]], 'LAST']], 'detailed']]]",1
275,"['!', ['&', ['&', ['&', ['!', 'systemDiagnosis'], ['!', 'LAST']], ['X', 'systemDiagnosis']], ['!', 'LAST']]]",1
276,"['X', ['U', ['!', ['|', ['&', ['&', 'systemDiagnosis', ['!', 'LAST']], ['X', ['!', 'systemDiagnosis']]], 'LAST']], 'detailed']]",1
277,"['&', ['&', ['&', ['!', 'systemDiagnosis'], ['!', 'LAST']], ['X', 'systemDiagnosis']], ['!', 'LAST']]",1
278,"['&', ['&', ['!', 'systemDiagnosis'], ['!', 'LAST']], ['X', 'systemDiagnosis']]",1
279,"['&', ['!', 'systemDiagnosis'], ['!', 'LAST']]",1
280,"['X', 'systemDiagnosis']",1
281,"['V', 'LAST', ['&', 'provideHealthUpdate', ['>', 'selfRecoveryStrategyConfidence', 'acceptableThreshold']]]",1
282,"['&', 'provideHealthUpdate', ['>', 'selfRecoveryStrategyConfidence', 'acceptableThreshold']]",1
283,provideHealthUpdate,1
284,"['>', 'selfRecoveryStrategyConfidence', 'acceptableThreshold']",1
285,selfRecoveryStrategyConfidence,1
286,acceptableThreshold,1
287,"['&', ['V', 'LAST', ['->', ['&', ['!', 'unexpectedCondition'], ['&', ['!', 'LAST'], ['X', 'unexpectedCondition']]], ['X', 'notifyUsers']]], ['->', 'unexpectedCondition', 'notifyUsers']]",1
288,"['V', 'LAST', ['->', ['&', ['!', 'unexpectedCondition'], ['&', ['!', 'LAST'], ['X', 'unexpectedCondition']]], ['X', 'notifyUsers']]]",1
289,"['->', 'unexpectedCondition', 'notifyUsers']",1
290,"['->', ['&', ['!', 'unexpectedCondition'], ['&', ['!', 'LAST'], ['X', 'unexpectedCondition']]], ['X', 'notifyUsers']]",1
291,"['&', ['!', 'unexpectedCondition'], ['&', ['!', 'LAST'], ['X', 'unexpectedCondition']]]",1
292,"['X', 'notifyUsers']",1
293,"['!', 'unexpectedCondition']",1
294,"['&', ['!', 'LAST'], ['X', 'unexpectedCondition']]",1
295,"['X', 'unexpectedCondition']",1
296,"['&', ['V', 'LAST', ['->', ['&', ['!', ['!', 'clearance']], ['&', ['!', 'LAST'], ['X', ['!', 'clearance']]]], ['X', ['V', 'LAST', ['!', 'shareSensitiveInformation']]]]], ['->', ['!', 'clearance'], ['V', 'LAST', ['!', 'shareSensitiveInformation']]]]",1
297,"['V', 'LAST', ['->', ['&', ['!', ['!', 'clearance']], ['&', ['!', 'LAST'], ['X', ['!', 'clearance']]]], ['X', ['V', 'LAST', ['!', 'shareSensitiveInformation']]]]]",1
298,"['->', ['!', 'clearance'], ['V', 'LAST', ['!', 'shareSensitiveInformation']]]",1
299,"['->', ['&', ['!', ['!', 'clearance']], ['&', ['!', 'LAST'], ['X', ['!', 'clearance']]]], ['X', ['V', 'LAST', ['!', 'shareSensitiveInformation']]]]",1
300,"['&', ['!', ['!', 'clearance']], ['&', ['!', 'LAST'], ['X', ['!', 'clearance']]]]",1
301,"['X', ['V', 'LAST', ['!', 'shareSensitiveInformation']]]",1
302,"['!', ['!', 'clearance']]",1
303,"['&', ['!', 'LAST'], ['X', ['!', 'clearance']]]",1
304,"['X', ['!', 'clearance']]",1
305,"['&', ['V', 'LAST', ['->', ['&', ['!', 'assessment'], ['&', ['!', 'LAST'], ['X', 'assessment']]], ['X', ['|', 'LAST', ['X', 'provideReason']]]]], ['->', 'assessment', ['|', 'LAST', ['X', 'provideReason']]]]",1
306,"['V', 'LAST', ['->', ['&', ['!', 'assessment'], ['&', ['!', 'LAST'], ['X', 'assessment']]], ['X', ['|', 'LAST', ['X', 'provideReason']]]]]",1
307,"['->', 'assessment', ['|', 'LAST', ['X', 'provideReason']]]",1
308,"['->', ['&', ['!', 'assessment'], ['&', ['!', 'LAST'], ['X', 'assessment']]], ['X', ['|', 'LAST', ['X', 'provideReason']]]]",1
309,"['&', ['!', 'assessment'], ['&', ['!', 'LAST'], ['X', 'assessment']]]",1
310,"['!', 'assessment']",1
311,"['&', ['!', 'LAST'], ['X', 'assessment']]",1
312,"['X', 'assessment']",1
313,"['V', 'LAST', ['&', ['&', 'sampleDoseRate', 'avoidObstacles'], 'minimiseRadRisk']]",1
314,"['&', ['&', 'sampleDoseRate', 'avoidObstacles'], 'minimiseRadRisk']",1
315,"['&', 'sampleDoseRate', 'avoidObstacles']",1
316,minimiseRadRisk,1
317,sampleDoseRate,1
318,avoidObstacles,1
319,"['&', ['V', 'LAST', ['->', ['&', ['!', 'problemDetected'], ['&', ['!', 'LAST'], ['X', 'problemDetected']]], ['X', ['U', ['!', 'LAST'], 'explain']]]], ['->', 'problemDetected', ['U', ['!', 'LAST'], 'explain']]]",1
320,"['V', 'LAST', ['->', ['&', ['!', 'problemDetected'], ['&', ['!', 'LAST'], ['X', 'problemDetected']]], ['X', ['U', ['!', 'LAST'], 'explain']]]]",1
321,"['->', 'problemDetected', ['U', ['!', 'LAST'], 'explain']]",1
322,"['->', ['&', ['!', 'problemDetected'], ['&', ['!', 'LAST'], ['X', 'problemDetected']]], ['X', ['U', ['!', 'LAST'], 'explain']]]",1
323,"['&', ['!', 'problemDetected'], ['&', ['!', 'LAST'], ['X', 'problemDetected']]]",1
324,"['!', 'problemDetected']",1
325,"['&', ['!', 'LAST'], ['X', 'problemDetected']]",1
326,"['X', 'problemDetected']",1
327,"['&', ['V', 'LAST', ['->', ['&', ['!', 'unexpectedObstacle'], ['&', ['!', 'LAST'], ['X', 'unexpectedObstacle']]], ['X', ['U', ['!', 'LAST'], 'Explain']]]], ['->', 'unexpectedObstacle', ['U', ['!', 'LAST'], 'Explain']]]",1
328,"['V', 'LAST', ['->', ['&', ['!', 'unexpectedObstacle'], ['&', ['!', 'LAST'], ['X', 'unexpectedObstacle']]], ['X', ['U', ['!', 'LAST'], 'Explain']]]]",1
329,"['->', 'unexpectedObstacle', ['U', ['!', 'LAST'], 'Explain']]",1
330,"['->', ['&', ['!', 'unexpectedObstacle'], ['&', ['!', 'LAST'], ['X', 'unexpectedObstacle']]], ['X', ['U', ['!', 'LAST'], 'Explain']]]",1
331,"['&', ['!', 'unexpectedObstacle'], ['&', ['!', 'LAST'], ['X', 'unexpectedObstacle']]]",1
332,"['X', ['U', ['!', 'LAST'], 'Explain']]",1
333,"['!', 'unexpectedObstacle']",1
334,"['&', ['!', 'LAST'], ['X', 'unexpectedObstacle']]",1
335,"['X', 'unexpectedObstacle']",1
336,"['&', ['V', 'LAST', ['->', ['&', ['!', 'abort'], ['&', ['!', 'LAST'], ['X', 'abort']]], ['X', 'explain']]], ['->', 'abort', 'explain']]",1
337,"['V', 'LAST', ['->', ['&', ['!', 'abort'], ['&', ['!', 'LAST'], ['X', 'abort']]], ['X', 'explain']]]",1
338,"['->', 'abort', 'explain']",1
339,"['->', ['&', ['!', 'abort'], ['&', ['!', 'LAST'], ['X', 'abort']]], ['X', 'explain']]",1
340,"['&', ['!', 'abort'], ['&', ['!', 'LAST'], ['X', 'abort']]]",1
341,"['!', 'abort']",1
342,"['&', ['!', 'LAST'], ['X', 'abort']]",1
343,"['X', 'abort']",1
344,"['&', ['V', 'LAST', ['->', ['&', ['!', ['>=', 'probComplete', 'p']], ['&', ['!', 'LAST'], ['X', ['>=', 'probComplete', 'p']]]], ['X', ['&', 'returnUncertaintyVariables', 'explain']]]], ['->', ['>=', 'probComplete', 'p'], ['&', 'returnUncertaintyVariables', 'explain']]]",1
345,"['V', 'LAST', ['->', ['&', ['!', ['>=', 'probComplete', 'p']], ['&', ['!', 'LAST'], ['X', ['>=', 'probComplete', 'p']]]], ['X', ['&', 'returnUncertaintyVariables', 'explain']]]]",1
346,"['->', ['>=', 'probComplete', 'p'], ['&', 'returnUncertaintyVariables', 'explain']]",1
347,"['->', ['&', ['!', ['>=', 'probComplete', 'p']], ['&', ['!', 'LAST'], ['X', ['>=', 'probComplete', 'p']]]], ['X', ['&', 'returnUncertaintyVariables', 'explain']]]",1
348,"['&', ['!', ['>=', 'probComplete', 'p']], ['&', ['!', 'LAST'], ['X', ['>=', 'probComplete', 'p']]]]",1
349,"['X', ['&', 'returnUncertaintyVariables', 'explain']]",1
350,"['!', ['>=', 'probComplete', 'p']]",1
351,"['&', ['!', 'LAST'], ['X', ['>=', 'probComplete', 'p']]]",1
352,"['X', ['>=', 'probComplete', 'p']]",1
353,"['V', 'LAST', ['->', 'failureDetected', ['&', 'explainOffNormal', 'failSafe']]]",1
354,"['->', 'failureDetected', ['&', 'explainOffNormal', 'failSafe']]",1
355,"['&', 'explainOffNormal', 'failSafe']",1
356,explainOffNormal,1
357,failSafe,1
358,"['&', ['V', 'LAST', ['->', ['&', ['!', 'areaAvoided'], ['&', ['!', 'LAST'], ['X', 'areaAvoided']]], ['X', 'explain']]], ['->', 'areaAvoided', 'explain']]",1
359,"['V', 'LAST', ['->', ['&', ['!', 'areaAvoided'], ['&', ['!', 'LAST'], ['X', 'areaAvoided']]], ['X', 'explain']]]",1
360,"['->', 'areaAvoided', 'explain']",1
361,"['->', ['&', ['!', 'areaAvoided'], ['&', ['!', 'LAST'], ['X', 'areaAvoided']]], ['X', 'explain']]",1
362,"['&', ['!', 'areaAvoided'], ['&', ['!', 'LAST'], ['X', 'areaAvoided']]]",1
363,"['!', 'areaAvoided']",1
364,"['&', ['!', 'LAST'], ['X', 'areaAvoided']]",1
365,"['X', 'areaAvoided']",1
366,"['&', ['V', 'LAST', ['->', ['&', ['!', ['->', 'priorities', 'changePlan']], ['&', ['!', 'LAST'], ['X', ['->', 'priorities', 'changePlan']]]], ['X', ['|', 'LAST', ['X', 'explain']]]]], ['->', ['->', 'priorities', 'changePlan'], ['|', 'LAST', ['X', 'explain']]]]",1
367,"['V', 'LAST', ['->', ['&', ['!', ['->', 'priorities', 'changePlan']], ['&', ['!', 'LAST'], ['X', ['->', 'priorities', 'changePlan']]]], ['X', ['|', 'LAST', ['X', 'explain']]]]]",1
368,"['->', ['->', 'priorities', 'changePlan'], ['|', 'LAST', ['X', 'explain']]]",1
369,"['->', ['&', ['!', ['->', 'priorities', 'changePlan']], ['&', ['!', 'LAST'], ['X', ['->', 'priorities', 'changePlan']]]], ['X', ['|', 'LAST', ['X', 'explain']]]]",1
370,"['&', ['!', ['->', 'priorities', 'changePlan']], ['&', ['!', 'LAST'], ['X', ['->', 'priorities', 'changePlan']]]]",1
371,"['!', ['->', 'priorities', 'changePlan']]",1
372,"['&', ['!', 'LAST'], ['X', ['->', 'priorities', 'changePlan']]]",1
373,"['X', ['->', 'priorities', 'changePlan']]",1
374,"['V', 'LAST', 'explainTaskProbability']",1
375,explainTaskProbability,1
376,"['V', ['|', 'explainHealth', 'LAST'], ['!', 'mission']]",1
377,"['|', 'explainHealth', 'LAST']",1
378,explainHealth,1
379,"['V', 'LAST', ['->', 'developer', 'produceDetailedExplanation']]",1
380,"['->', 'developer', 'produceDetailedExplanation']",1
381,developer,1
382,produceDetailedExplanation,1
383,"['&', ['V', 'LAST', ['->', ['&', ['!', ['->', 'timeConstraints', 'changePlan']], ['&', ['!', 'LAST'], ['X', ['->', 'timeConstraints', 'changePlan']]]], ['X', ['|', 'LAST', ['X', 'explain']]]]], ['->', ['->', 'timeConstraints', 'changePlan'], ['|', 'LAST', ['X', 'explain']]]]",1
384,"['V', 'LAST', ['->', ['&', ['!', ['->', 'timeConstraints', 'changePlan']], ['&', ['!', 'LAST'], ['X', ['->', 'timeConstraints', 'changePlan']]]], ['X', ['|', 'LAST', ['X', 'explain']]]]]",1
385,"['->', ['->', 'timeConstraints', 'changePlan'], ['|', 'LAST', ['X', 'explain']]]",1
386,"['->', ['&', ['!', ['->', 'timeConstraints', 'changePlan']], ['&', ['!', 'LAST'], ['X', ['->', 'timeConstraints', 'changePlan']]]], ['X', ['|', 'LAST', ['X', 'explain']]]]",1
387,"['&', ['!', ['->', 'timeConstraints', 'changePlan']], ['&', ['!', 'LAST'], ['X', ['->', 'timeConstraints', 'changePlan']]]]",1
388,"['!', ['->', 'timeConstraints', 'changePlan']]",1
389,"['&', ['!', 'LAST'], ['X', ['->', 'timeConstraints', 'changePlan']]]",1
390,"['X', ['->', 'timeConstraints', 'changePlan']]",1
391,"['V', 'LAST', ['&', 'monitorHealth', ['->', ['<', 'health', 'threshold'], 'explain']]]",1
392,"['&', 'monitorHealth', ['->', ['<', 'health', 'threshold'], 'explain']]",1
393,monitorHealth,1
394,"['->', ['<', 'health', 'threshold'], 'explain']",1
395,"['<', 'health', 'threshold']",1
396,health,1
397,threshold,1
398,"['V', 'LAST', ['&', 'explainLocation', 'provideReason']]",1
399,"['&', 'explainLocation', 'provideReason']",1
400,explainLocation,1
401,"['&', ['V', 'LAST', ['->', ['&', ['!', 'failureDetected'], ['&', ['!', 'LAST'], ['X', 'failureDetected']]], ['X', ['&', 'diagnose', 'explain']]]], ['->', 'failureDetected', ['&', 'diagnose', 'explain']]]",1
402,"['V', 'LAST', ['->', ['&', ['!', 'failureDetected'], ['&', ['!', 'LAST'], ['X', 'failureDetected']]], ['X', ['&', 'diagnose', 'explain']]]]",1
403,"['->', 'failureDetected', ['&', 'diagnose', 'explain']]",1
404,"['->', ['&', ['!', 'failureDetected'], ['&', ['!', 'LAST'], ['X', 'failureDetected']]], ['X', ['&', 'diagnose', 'explain']]]",1
405,"['&', ['!', 'failureDetected'], ['&', ['!', 'LAST'], ['X', 'failureDetected']]]",1
406,"['X', ['&', 'diagnose', 'explain']]",1
407,"['!', 'failureDetected']",1
408,"['&', ['!', 'LAST'], ['X', 'failureDetected']]",1
409,"['X', 'failureDetected']",1
410,"['V', ['|', 'explainSuitable', 'LAST'], ['!', 'mission']]",1
411,"['|', 'explainSuitable', 'LAST']",1
412,explainSuitable,1
413,"['U', ['!', 'LAST'], ['&', 'robotLocation', 'taskCompletionStatus']]",1
414,"['&', 'robotLocation', 'taskCompletionStatus']",1
415,robotLocation,1
416,taskCompletionStatus,1
417,"['&', ['V', 'LAST', ['->', ['&', ['!', 'safetyConcernDetected'], ['&', ['!', 'LAST'], ['X', 'safetyConcernDetected']]], ['X', ['|', 'LAST', ['X', 'justifyDecision']]]]], ['->', 'safetyConcernDetected', ['|', 'LAST', ['X', 'justifyDecision']]]]",1
418,"['V', 'LAST', ['->', ['&', ['!', 'safetyConcernDetected'], ['&', ['!', 'LAST'], ['X', 'safetyConcernDetected']]], ['X', ['|', 'LAST', ['X', 'justifyDecision']]]]]",1
419,"['->', 'safetyConcernDetected', ['|', 'LAST', ['X', 'justifyDecision']]]",1
420,"['->', ['&', ['!', 'safetyConcernDetected'], ['&', ['!', 'LAST'], ['X', 'safetyConcernDetected']]], ['X', ['|', 'LAST', ['X', 'justifyDecision']]]]",1
421,"['X', ['|', 'LAST', ['X', 'justifyDecision']]]",1
422,"['V', 'LAST', ['->', 'pathPlanning', ['&', 'explainPath', 'justifyDecision']]]",1
423,"['->', 'pathPlanning', ['&', 'explainPath', 'justifyDecision']]",1
424,pathPlanning,1
425,"['&', 'explainPath', 'justifyDecision']",1
426,explainPath,1
427,"['&', ['V', 'LAST', ['->', ['&', ['!', 'safetyConcernDetected'], ['&', ['!', 'LAST'], ['X', 'safetyConcernDetected']]], ['X', ['|', 'LAST', ['X', 'verifyAction']]]]], ['->', 'safetyConcernDetected', ['|', 'LAST', ['X', 'verifyAction']]]]",1
428,"['V', 'LAST', ['->', ['&', ['!', 'safetyConcernDetected'], ['&', ['!', 'LAST'], ['X', 'safetyConcernDetected']]], ['X', ['|', 'LAST', ['X', 'verifyAction']]]]]",1
429,"['->', 'safetyConcernDetected', ['|', 'LAST', ['X', 'verifyAction']]]",1
430,"['->', ['&', ['!', 'safetyConcernDetected'], ['&', ['!', 'LAST'], ['X', 'safetyConcernDetected']]], ['X', ['|', 'LAST', ['X', 'verifyAction']]]]",1
431,"['X', ['|', 'LAST', ['X', 'verifyAction']]]",1
432,"['V', 'LAST', ['->', 'pathPlanningMode', 'justifyDecision']]",1
433,"['->', 'pathPlanningMode', 'justifyDecision']",1
434,pathPlanningMode,1
435,"['&', ['V', 'LAST', ['->', ['&', ['!', ['&', 'routeChange', 'infoRequest']], ['&', ['!', 'LAST'], ['X', ['&', 'routeChange', 'infoRequest']]]], ['X', ['|', 'LAST', ['X', 'provideReason']]]]], ['->', ['&', 'routeChange', 'infoRequest'], ['|', 'LAST', ['X', 'provideReason']]]]",1
436,"['V', 'LAST', ['->', ['&', ['!', ['&', 'routeChange', 'infoRequest']], ['&', ['!', 'LAST'], ['X', ['&', 'routeChange', 'infoRequest']]]], ['X', ['|', 'LAST', ['X', 'provideReason']]]]]",1
437,"['->', ['&', 'routeChange', 'infoRequest'], ['|', 'LAST', ['X', 'provideReason']]]",1
438,"['->', ['&', ['!', ['&', 'routeChange', 'infoRequest']], ['&', ['!', 'LAST'], ['X', ['&', 'routeChange', 'infoRequest']]]], ['X', ['|', 'LAST', ['X', 'provideReason']]]]",1
439,"['&', ['!', ['&', 'routeChange', 'infoRequest']], ['&', ['!', 'LAST'], ['X', ['&', 'routeChange', 'infoRequest']]]]",1
440,"['!', ['&', 'routeChange', 'infoRequest']]",1
441,"['&', ['!', 'LAST'], ['X', ['&', 'routeChange', 'infoRequest']]]",1
442,"['X', ['&', 'routeChange', 'infoRequest']]",1
443,"['&', ['V', 'LAST', ['->', ['&', ['!', 'taskCannotComplete'], ['&', ['!', 'LAST'], ['X', 'taskCannotComplete']]], ['X', 'explain']]], ['->', 'taskCannotComplete', 'explain']]",1
444,"['V', 'LAST', ['->', ['&', ['!', 'taskCannotComplete'], ['&', ['!', 'LAST'], ['X', 'taskCannotComplete']]], ['X', 'explain']]]",1
445,"['->', 'taskCannotComplete', 'explain']",1
446,"['->', ['&', ['!', 'taskCannotComplete'], ['&', ['!', 'LAST'], ['X', 'taskCannotComplete']]], ['X', 'explain']]",1
447,"['&', ['!', 'taskCannotComplete'], ['&', ['!', 'LAST'], ['X', 'taskCannotComplete']]]",1
448,"['!', 'taskCannotComplete']",1
449,"['&', ['!', 'LAST'], ['X', 'taskCannotComplete']]",1
450,"['X', 'taskCannotComplete']",1
