serialisation,size,count,shrinking_power
"['|', 'selfTestPassed', 'GUIResumeRequest']",3,6,18
"['<', 'Fl1', 'ExpiratoryTriggerSensitivity']",3,6,18
"['>', 'P_insp', 'MaxP_insp']",3,6,18
"['&', ['&', 'breathingCircuitConnected', ['!', 'patientConnected']], 'airSupplyConnected']",6,3,18
"['<', 'inspiratoryPressure', 'InhaleTriggerSensitivityPSV']",3,6,18
"['>=', 'pressureSensorRetries', '5']",3,6,18
"['|', 'pressureSensorConnFailure', 'pressureSensorError']",3,6,18
"['>=', 'ADCRetries', '5']",3,6,18
"['|', 'ADCConnFailure', 'ADCError']",3,6,18
"['>=', 'expClock', 'apneaLagTime']",3,6,18
"['>', 'dropPAW', 'ITS_PSV']",3,6,18
"['&', 'inspiratoryPhaseEnd', 'PSVModeSelected']",3,6,18
"['|', 'inspiratoryPause', ['!', 'inspiratoryPauseButton']]",4,4,16
"['|', 'expiratoryPause', ['!', 'expiratoryPauseButton']]",4,4,16
"['|', 'StartUpMode', 'SelfTestMode']",3,5,15
"['&', 'FailSafeMode', ['X', ['!', 'FailSafeMode']]]",5,3,15
"['&', 'PCVMode', 'apnea']",3,5,15
"['>=', 'P_insp', 'MaxP_insp']",3,4,12
"['>=', 'inspClock', 'inspiratoryTime']",3,4,12
"['&', 'expiratoryPause', 'inValveClose']",3,4,12
"['&', 'inspiratoryPause', 'inValveClose']",3,4,12
"['|', 'selfTestPassed', 'selfTestFailed']",3,4,12
"['&', 'inspiratoryPhaseEnd', 'expirationPhaseStart']",3,4,12
"['|', 'GUIFailue', ['!', 'GUIConnected']]",4,3,12
"['&', 'initFail', 'OutOfServiceWarning']",3,4,12
"['&', 'PCVInspTimeEnd', 'PSVMode']",3,4,12
"['&', 'breathingCircuitConnected', ['!', 'patientConnected']]",4,3,12
"['&', 'OutOfServiceWarning', 'FailSafeMode']",3,4,12
"['&', 'powerOff', ['!', 'powerButton']]",4,3,12
"['&', 'inValveClose', 'outValveOpen']",3,3,9
"['>', 'param_V', 'paramMax_V']",3,3,9
"['<', 'param_V', 'paramMin_V']",3,3,9
"['<', 'inspiratoryPressure', 'InhaleTriggerSensitivityPCV']",3,3,9
"['+', '1', 'ItoE_PCV']",3,3,9
"['&', 'leakCompensationEnable', 'MinPEEPAlarm']",3,3,9
